OFFENSE,YEAR,STREET,LAT,LON
Robbery,2018,KING ST,42.29273124,-71.05886116
Robbery,2018,WASHINGTON ST,42.29855898,-71.07307742
Robbery,2018,TALBOT AVE,42.28863812,-71.06631579
Robbery,2018,TALBOT AVE,42.28863812,-71.06631579
Robbery,2018,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018
Robbery,2018,HEATH ST,42.32624204,-71.10317575
Robbery,2018,BULLARD ST,42.30175853,-71.0746298
Robbery,2018,CAUSEWAY ST,42.3649755,-71.062044
Robbery,2018,WARREN ST,42.31011153,-71.0829899
Robbery,2018,MALCOLM X BLVD,42.33056715,-71.08806813
Robbery,2018,DUDLEY ST,42.32849656,-71.08089725
Robbery,2018,WASHINGTON ST,42.35174282,-71.0627594
Robbery,2018,BOWDOIN ST,42.3036967,-71.07104897
Robbery,2018,WASHINGTON ST,42.30356539,-71.07868148
Robbery,2018,DORCHESTER AVE,42.30782846,-71.05837474
Robbery,2018,NEPONSET AVE,42.28841085,-71.04710091
Robbery,2018,TREMONT ST,42.35540738,-71.06312433
Robbery,2018,DUDLEY ST,42.31735472,-71.0658297
Robbery,2018,AUCKLAND ST,42.31117097,-71.0565962
Robbery,2018,HARRISON AVE,42.33597508,-71.07384928
Robbery,2018,HARRISON AVE,42.33401829,-71.07638124
Robbery,2018,COLUMBUS AVE,42.3378145,-71.0853955
Robbery,2018,N BEACON ST,42.35413579,-71.14116513
Robbery,2018,BREMEN ST,42.37167554,-71.03563919
Robbery,2018,MALCOLM X BLVD,42.33123776,-71.09140736
Robbery,2018,NEWPORT ST,42.31802519,-71.05404122
Robbery,2018,SPRING ST,42.27820867,-71.16030323
Robbery,2018,WESTVIEW ST,42.29091867,-71.08767813
Robbery,2018,DITSON ST,42.30129244,-71.06402711
Robbery,2018,CENTRE ST,42.28642835,-71.15427278
Robbery,2018,MORTON ST,42.2806123,-71.08350146
Robbery,2018,HARRISON AVENUE EXT,42.35314285,-71.06144288
Robbery,2018,CENTRE ST,42.32283759,-71.10096723
Robbery,2018,MILDRED AVE,42.27665388,-71.09121606
Robbery,2018,WASHINGTON ST,42.35272948,-71.06256291
Robbery,2018,FOWLE ST,42.28152555,-71.12059098
Robbery,2018,HYDE PARK AVE,42.2518944,-71.1253531
Robbery,2018,SHAWMUT AVE,42.33543394,-71.08076738
Robbery,2018,ELLET ST,42.30421672,-71.05936906
Robbery,2018,ALLSTATE RD,42.32696647,-71.06198607
Robbery,2018,BRIGHTON AVE,42.35266601,-71.12974348
Robbery,2018,SOUTHAMPTON ST,42.33210843,-71.07014395
Robbery,2018,BOYLSTON ST,42.34862382,-71.08277637
Robbery,2018,CASTLEGATE RD,42.30700371,-71.08313157
Robbery,2018,GAINSBOROUGH ST,42.34063648,-71.08527768
Robbery,2018,BOYLSTON ST,42.3503787,-71.07626098
Robbery,2018,AUSTIN ST,42.37507158,-71.06517497
Robbery,2018,BOWDOIN ST,42.30291764,-71.07150861
Robbery,2018,CENTRE ST,42.32283759,-71.10096723
Robbery,2018,CHAUNCY ST,42.35285118,-71.06096412
Robbery,2018,SHAWMUT AVE,42.33248759,-71.08365801
Robbery,2018,TALBOT AVE,42.29041538,-71.07269542
Robbery,2018,UNION PARK,42.34293121,-71.07135137
Robbery,2018,SPRING ST,42.27621405,-71.16651219
Robbery,2018,BRENT ST,42.29026471,-71.06599003
Robbery,2018,TREMONT ST,42.34051771,-71.07806475
Robbery,2018,MASSACHUSETTS AVE,42.33152148,-71.07085307
Robbery,2018,SUMMER ST,42.35426247,-71.05883334
Robbery,2018,CHAUNCY ST,42.35408145,-71.05977436
Robbery,2018,WASHINGTON ST,42.29526287,-71.07207439
Robbery,2018,HANOVER ST,42.36339154,-71.05488123
Robbery,2018,COLUMBIA RD,42.31705299,-71.06521384
Robbery,2018,DORCHESTER AVE,42.28990371,-71.06314642
Robbery,2018,RIVER ST,42.26090426,-71.11456834
Robbery,2018,ADAMS ST,42.2944367,-71.05661774
Robbery,2018,HUNTINGTON AVE,42.33186291,-71.1123942
Robbery,2018,WASHINGTON ST,42.31408519,-71.09998685
Robbery,2018,SOUTHAMPTON ST,42.32962107,-71.05763827
Robbery,2018,WASHINGTON ST,42.29417346,-71.07193797
Robbery,2018,QUINCY ST,42.31252546,-71.07389321
Robbery,2018,GEORGE ST,42.26387176,-71.10792081
Robbery,2018,THOMPSON SQ,42.3751514,-71.0639642
Robbery,2018,ANNUNCIATION RD,42.33506218,-71.09316781
Robbery,2018,W CONCORD ST,42.33961962,-71.07699237
Robbery,2018,UNION ST,42.36068787,-71.05687293
Robbery,2018,SPRING ST,42.27820867,-71.16030323
Robbery,2018,BLUE HILL AVE,42.31709355,-71.07802977
Robbery,2018,ADAMS ST,42.30313982,-71.06057855
Robbery,2018,NEWBURY ST,42.34840576,-71.08688339
Robbery,2018,BOYLSTON ST,42.35067063,-71.07520557
Robbery,2018,WASHINGTON ST,42.34499963,-71.14507819
Robbery,2018,WASHINGTON ST,42.31667114,-71.09743705
Robbery,2018,BOWDOIN ST,42.31016764,-71.0629118
Robbery,2018,HEATH ST,42.32624204,-71.10317575
Robbery,2018,MERIDIAN ST,42.38289141,-71.03930932
Robbery,2018,BOWDOIN ST,42.3036967,-71.07104897
Robbery,2018,COLUMBIA RD,42.31514179,-71.06704709
Robbery,2018,DORCHESTER AVE,42.2908347,-71.06288798
Robbery,2018,BORDER ST,42.37712014,-71.03988283
Robbery,2018,HORAN WAY,42.32547536,-71.10253482
Robbery,2018,BICKFORD ST,42.32483301,-71.10164757
Robbery,2018,CHELSEA ST,42.37977166,-71.02730041
Robbery,2018,FOREST HILLS ST,42.300945,-71.106067
Robbery,2018,LEVANT ST,42.3032249,-71.07039247
Robbery,2018,BOWDOIN ST,42.3078312,-71.06529544
Robbery,2018,CHELSEA ST,42.37757302,-71.02985538
Robbery,2018,WARREN ST,42.32902469,-71.08341505
Robbery,2018,HAVRE ST,42.37142499,-71.03971329
Robbery,2018,E CONCORD ST,42.33681394,-71.07362287
Robbery,2018,TREMONT ST,42.35540738,-71.06312433
Robbery,2018,WINTER ST,42.35602373,-71.06177615
Robbery,2018,WASHINGTON ST,42.2681306,-71.14965367
Robbery,2018,ROBINSON ST,42.30277884,-71.06210293
Robbery,2018,BANTRY WAY,42.33194724,-71.03177171
Robbery,2018,ADAMS ST,42.27616192,-71.06113062
Robbery,2018,HYDE PARK AVE,42.29182835,-71.11780085
Robbery,2018,TALBOT AVE,42.2871482,-71.06493039
Robbery,2018,RIDGEWOOD ST,42.30159845,-71.06766776
Robbery,2018,LEGENDS WAY,42.36643546,-71.06135413
Robbery,2018,BOYLSTON ST,42.352366,-71.06833609
Robbery,2018,E COTTAGE ST,42.32004176,-71.06104118
Robbery,2018,WASHINGTON ST,42.35213476,-71.06266757
Robbery,2018,DUDLEY ST,42.32872589,-71.08382217
Robbery,2018,EDWIN ST,42.28976649,-71.05919044
Robbery,2018,MCLELLAN ST,42.29920296,-71.08329976
Robbery,2018,MASSACHUSETTS AVE,42.34186952,-71.0837219
Robbery,2018,FANEUIL ST,42.35555336,-71.15274721
Robbery,2018,CAUSEWAY ST,42.36571448,-71.06061587
Robbery,2018,BARTLETT ST,42.32891063,-71.08949343
Robbery,2018,GREENBRIER ST,42.29697608,-71.07053347
Robbery,2018,ADAMS ST,42.30263978,-71.06038376
Robbery,2018,BOYLSTON ST,42.34815229,-71.08450821
Robbery,2018,TREMONT ST,42.33945339,-71.07992484
Robbery,2018,JUDSON ST,42.31950193,-71.07516473
Robbery,2018,HEATH ST,42.32665471,-71.10679596
Robbery,2018,JAMAICAWAY,42.31634343,-71.11677508
Robbery,2018,WASHINGTON ST,42.33721215,-71.07597603
Robbery,2018,SHERWOOD ST,42.28614825,-71.12091132
Robbery,2018,SUMMER ST,42.35521625,-71.06012863
Robbery,2018,SUMMER ST,42.35521625,-71.06012863
Robbery,2018,ALMONT ST,42.27632695,-71.09726257
Robbery,2018,SOUTHAMPTON ST,42.33210843,-71.07014395
Robbery,2018,BARTLETT ST,42.37870192,-71.06486887
Robbery,2018,HENDRY ST,42.30945933,-71.06514623
Robbery,2018,WALDEN ST,42.32561013,-71.10449956
Robbery,2018,BRIGHTON AVE,42.35266601,-71.12974348
Robbery,2018,BRIGHTON AVE,42.35315862,-71.13289373
Robbery,2018,CHARLES RIVER AVE,42.37056285,-71.06077324
Robbery,2018,BLUE HILL AVE,42.2777688,-71.09334841
Robbery,2018,MARLBOROUGH ST,42.34997016,-71.08939772
Robbery,2018,COLUMBUS AVE,42.32492546,-71.09839601
Robbery,2018,ANTHONY RIP VALENTI WAY,42.36434304,-71.05987586
Robbery,2018,BLUE HILL AVE,42.28863337,-71.08990388
Robbery,2018,DIX ST,42.29601566,-71.05766432
Robbery,2018,WASHINGTON ST,42.30022551,-71.07468313
Robbery,2018,CHARLES ST,42.30060543,-71.06126785
Robbery,2018,STATE ST,42.35942556,-71.05288819
Robbery,2018,GENEVA AVE,42.2991807,-71.06429139
Robbery,2018,SOUTHAMPTON ST,42.3309164,-71.06415106
Robbery,2018,BLUE HILL AVE,42.31915303,-71.07775478
Robbery,2018,MORTON ST,42.28187061,-71.08751152
Robbery,2018,AUSTIN ST,42.37507158,-71.06517497
Robbery,2018,IRMA ST,42.28766525,-71.08733059
Robbery,2018,WINSLOW ST,42.32917276,-71.08135973
Robbery,2018,BLUE HILL AVE,42.3088984,-71.0830519
Robbery,2018,CHARLES ST,42.35645514,-71.06956975
Robbery,2018,BROOKS ST,42.37624409,-71.03272932
Robbery,2018,LEWIS ST,42.36689348,-71.04130322
Robbery,2018,TRUMAN PKWY,42.25194322,-71.11925138
Robbery,2018,QUINCY ST,42.31598503,-71.08162355
Robbery,2018,MASSACHUSETTS AVE,42.32198656,-71.06280666
Robbery,2018,CENTRE ST,42.32283759,-71.10096723
Robbery,2018,BLUE HILL AVE,42.27653731,-71.0933951
Robbery,2018,CENTRAL SQ,42.37505251,-71.03883891
Robbery,2018,ARCHDALE RD,42.29277202,-71.12138967
Robbery,2018,BREMEN ST,42.36971223,-71.03793387
Robbery,2018,BEACON ST,42.3360657,-71.1506272
Robbery,2018,NEWBURY ST,42.3494205,-71.083158
Robbery,2018,SOUTHAMPTON ST,42.33210843,-71.07014395
Robbery,2018,E SIXTH ST,42.33319534,-71.03120766
Robbery,2018,RUTHERFORD AVE,42.37167264,-71.06326413
Robbery,2018,ADAMS ST,42.2972764,-71.05667294
Robbery,2018,SOLDIERS FIELD RD,42.35891094,-71.15765076
Robbery,2018,VFW PKWY,42.28536992,-71.17244016
Robbery,2018,GERARD ST,42.33130578,-71.07194742
Robbery,2018,QUINCY ST,42.31297722,-71.07499278
Robbery,2018,PEARL ST,42.35452562,-71.05335664
Robbery,2018,JULIETTE ST,42.30584423,-71.06261555
Robbery,2018,PRESCOTT ST,42.23651388,-71.13317161
Robbery,2018,NEPONSET VALLEY PKWY,42.23707712,-71.13141342
Robbery,2018,BLUE HILL AVE,42.31162834,-71.08094294
Robbery,2018,HAMILTON ST,42.30587884,-71.06663793
Robbery,2018,DUDLEY ST,42.32919289,-71.08730233
Robbery,2018,WASHINGTON ST,42.29307537,-71.07183785
Robbery,2018,WASHINGTON ST,42.29307537,-71.07183785
Robbery,2018,DUDLEY ST,42.32872589,-71.08382217
Robbery,2018,WASHINGTON ST,42.35213476,-71.06266757
Robbery,2018,NIGHTINGALE ST,42.29540175,-71.08237834
Robbery,2018,AUSTIN ST,42.37507158,-71.06517497
Robbery,2018,BORDER ST,42.37382755,-71.04052459
Robbery,2018,MASSACHUSETTS AVE,42.33081031,-71.07024806
Robbery,2018,BOSTON ST,42.32077172,-71.0612999
Robbery,2018,WALK HILL ST,42.28082671,-71.09754718
Robbery,2018,DUDLEY ST,42.32853529,-71.08213874
Robbery,2018,HAMPDEN ST,42.32738112,-71.0751843
Robbery,2018,STELLA RD,42.28104731,-71.11698982
Robbery,2018,BLUE HILL AVE,42.28863337,-71.08990388
Robbery,2018,FULLER ST,42.28248068,-71.06981187
Robbery,2018,BEACH ST,42.30178949,-71.05514183
Robbery,2018,MILL ST,42.29921088,-71.05203766
Robbery,2018,INDIA ST,42.35847666,-71.05324087
Robbery,2018,COMMONWEALTH AVE,42.34888559,-71.14007361
Robbery,2018,BENNINGTON ST,42.37803936,-71.0304617
Robbery,2018,CHARLES ST,42.30078455,-71.06000691
Robbery,2018,MILK ST,42.35822966,-71.05362239
Robbery,2018,BLUE HILL AVE,42.30711484,-71.08425151
Robbery,2018,FULLER ST,42.28154388,-71.07350542
Robbery,2018,WASHINGTON ST,42.35272948,-71.06256291
Robbery,2018,SUMMER ST,42.35521625,-71.06012863
Robbery,2018,STATE ST,42.35913205,-71.05504984
Robbery,2018,ALBANY ST,42.33428841,-71.07239518
Robbery,2018,STATE ST,42.35942556,-71.05288819
Robbery,2018,BOYLSTON ST,42.34489594,-71.09659186
Robbery,2018,TREMONT ST,42.35637531,-71.06213513
Robbery,2018,HARRISON AVE,42.34285014,-71.06516235
Robbery,2018,HARTFORD ST,42.3174536,-71.07327858
Robbery,2018,STANIFORD ST,42.36243437,-71.0639181
Robbery,2018,CANAL ST,42.36489527,-71.06050249
Robbery,2018,BOWDOIN ST,42.30624383,-71.06701196
Robbery,2018,OLD COLONY AVE,42.33397571,-71.05463126
Robbery,2018,HYDE PARK AVE,42.23504691,-71.13289238
Robbery,2018,MASSACHUSETTS AVE,42.32198656,-71.06280666
Robbery,2018,MORTON ST,42.28187061,-71.08751152
Robbery,2018,WARREN ST,42.3169665,-71.08254058
Robbery,2018,CHAMBERLAIN ST,42.29851793,-71.07499608
Robbery,2018,CHELSEA ST,42.37172266,-71.03665549
Robbery,2018,CHELSEA ST,42.37172266,-71.03665549
Robbery,2018,CHELSEA ST,42.37945053,-71.02770085
Robbery,2018,HEMENWAY ST,42.34587157,-71.08938851
Robbery,2018,E EAGLE ST,42.38133666,-71.03026947
Robbery,2018,CAMBRIDGE ST,42.36116347,-71.06391344
Robbery,2018,NEPONSET VALLEY PKWY,42.23603929,-71.12718154
Robbery,2018,WASHINGTON ST,42.35174282,-71.0627594
Robbery,2018,TREMONT ST,42.35594239,-71.06258333
Robbery,2018,PEACEVALE RD,42.28716674,-71.07633479
Robbery,2018,WASHINGTON ST,42.31615184,-71.09795135
Robbery,2018,FESSENDEN ST,42.27855984,-71.09199697
Robbery,2018,BOYLSTON ST,42.34932471,-71.08014801
Robbery,2018,BLUE HILL AVE,42.2777688,-71.09334841
Robbery,2018,MASSACHUSETTS AVE,42.33152148,-71.07085307
Robbery,2018,CHARLES ST,42.35913227,-71.07074326
Robbery,2018,HARVARD AVE,42.34902699,-71.129878
Robbery,2018,DORCHESTER AVE,42.28657334,-71.06408374
Robbery,2018,RIPLEY RD,42.29926303,-71.07626513
Robbery,2018,ESSEX ST,42.35235362,-71.05815283
Robbery,2018,MELVILLE AVE,42.29338993,-71.07155745
Robbery,2018,HARRISON AVENUE EXT,42.35314285,-71.06144288
Robbery,2018,HARRISON AVE,42.33511904,-71.0749171
Robbery,2018,BREMEN ST,42.37030725,-71.03724113
Robbery,2018,RIVER ST,42.268024,-71.09301057
Robbery,2018,ESSEX ST,42.35249436,-71.0613928
Robbery,2018,ADAMS ST,42.28557842,-71.05496381
Robbery,2018,WASHINGTON ST,42.29212974,-71.07175746
Robbery,2018,PARKER HILL AVE,42.33093363,-71.10956443
Robbery,2018,BELGRADE AVE,42.28631799,-71.13407707
Robbery,2018,WASHINGTON ST,42.28277895,-71.07135525
Robbery,2018,KINGSTON ST,42.35370585,-71.05898587
Robbery,2018,HARVARD AVE,42.35375411,-71.13225621
Robbery,2018,BLUE HILL AVE,42.27478462,-71.09368461
Robbery,2018,WARREN ST,42.32026821,-71.08150494
Robbery,2018,CAMBRIDGE ST,42.35421226,-71.13586089
Robbery,2018,CAMBRIDGE ST,42.35421226,-71.13586089
Robbery,2018,STOUGHTON ST,42.31489621,-71.06043028
Robbery,2018,BORDER ST,42.37620267,-71.03979926
Robbery,2018,VINSON ST,42.29798785,-71.06506647
Robbery,2018,FESSENDEN ST,42.27855984,-71.09199697
Robbery,2018,SUMMER ST,42.35196671,-71.05415459
Robbery,2018,MILK ST,42.35822966,-71.05362239
Robbery,2018,BROOKS ST,42.37928285,-71.0353629
Robbery,2018,ALTHER ST,42.3308322,-71.0742883
Robbery,2018,WALK HILL ST,42.2790573,-71.09584789
Robbery,2018,FARNHAM ST,42.33046536,-71.07442945
Robbery,2018,ASHMONT ST,42.28534033,-71.07118543
Robbery,2018,NEWBURY ST,42.34840576,-71.08688339
Robbery,2018,SARATOGA ST,42.37950444,-71.02857705
Robbery,2018,TYLER ST,42.34888042,-71.06149764
Robbery,2018,DORCHESTER AVE,42.30396336,-71.05924636
Robbery,2018,DORCHESTER AVE,42.32029322,-71.05676992
Robbery,2018,IPSWICH ST,42.34750972,-71.09011373
Robbery,2018,WHITING ST,42.32525618,-71.07922845
Robbery,2018,EAST ST,42.35156343,-71.05701389
Robbery,2018,WASHINGTON ST,42.34175462,-71.0685477
Robbery,2018,ALPHA RD,42.29581546,-71.06884734
Robbery,2018,MARION ST,42.37725644,-71.03667354
Robbery,2018,BABSON ST,42.27267557,-71.09192911
Robbery,2018,LARCHMONT ST,42.29703368,-71.06860662
Robbery,2018,MERIDIAN ST,42.37750247,-71.03916237
Robbery,2018,LUCERNE ST,42.28792347,-71.08815774
Robbery,2018,BOYLSTON ST,42.34693807,-71.09266111
Robbery,2018,LESTON ST,42.28349153,-71.08991288
Robbery,2018,BOWDOIN ST,42.31016764,-71.0629118
Robbery,2018,ROCKDALE ST,42.26652466,-71.0985532
Robbery,2018,RIDGEWOOD ST,42.30209443,-71.06575183
Robbery,2018,MAGAZINE ST,42.32667817,-71.0714811
Robbery,2018,TALBOT AVE,42.28935481,-71.06767297
Robbery,2018,FESSENDEN ST,42.27855984,-71.09199697
Robbery,2018,BLUE HILL AVE,42.27470119,-71.09344053
Robbery,2018,MASSACHUSETTS AVE,42.33152148,-71.07085307
Robbery,2018,LYNDHURST ST,42.29290563,-71.06955795
Robbery,2018,PORTSMOUTH ST,42.36053257,-71.14426332
Robbery,2018,RUTHERFORD AVE,42.37167264,-71.06326413
Robbery,2018,WARREN ST,42.32823419,-71.08328981
Robbery,2018,CUMMINS HWY,42.27645319,-71.11297971
Robbery,2018,PARK ST,42.35650174,-71.0619996
Robbery,2018,DALE ST,42.32074773,-71.08179833
Robbery,2018,HUMBOLDT AVE,42.31024899,-71.0918393
Robbery,2018,BOWDOIN ST,42.30609356,-71.0671857
Robbery,2018,WEST ST,42.35459106,-71.0621901
Robbery,2018,COLUMBIA RD,42.31069804,-71.07119068
Robbery,2018,NEPONSET VALLEY PKWY,42.23603929,-71.12718154
Robbery,2018,BULFINCH PL,42.36219081,-71.06223802
Robbery,2018,HARRISON AVE,42.33153805,-71.08015661
Robbery,2018,MAIN ST,42.37515337,-71.06409893
Robbery,2018,KEMBLE ST,42.32695733,-71.07074008
Robbery,2018,HAZLETON ST,42.28152567,-71.09700335
Robbery,2018,FOREST HILLS ST,42.30492239,-71.10298073
Robbery,2018,WOODLAWN ST,42.29860932,-71.11223703
Robbery,2018,KNEELAND ST,42.34958657,-71.05735762
Robbery,2018,RIVER ST,42.26956689,-71.09075049
Robbery,2018,PALFREY ST,42.28496725,-71.12009416
Robbery,2018,HUNTINGTON AVE,42.34221544,-71.08577075
Robbery,2018,CAUSEWAY ST,42.3649755,-71.062044
Robbery,2018,AVENUE DE LAFAYETTE,42.35389258,-71.06214998
Robbery,2018,ALPHA RD,42.29624549,-71.0671598
Robbery,2018,HEATH ST,42.32624204,-71.10317575
Robbery,2018,ALBANY ST,42.33428841,-71.07239518
Robbery,2018,HUNTINGTON AVE,42.34341962,-71.083956
Robbery,2018,FREMONT ST,42.27152449,-71.09295148
Robbery,2018,EVERETT ST,42.36573225,-71.03064135
Robbery,2018,DANA AVE,42.24894017,-71.12130622
Robbery,2018,BRADSTON ST,42.332354,-71.07138696
Robbery,2018,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645
Robbery,2018,BUSHNELL ST,42.28557915,-71.06358649
Robbery,2018,EXETER ST,42.35030915,-71.07988963
Robbery,2018,CUMMINS HWY,42.267517,-71.094124
Robbery,2018,CRAWFORD ST,42.31167532,-71.08586299
Robbery,2018,SUMMER ST,42.35521625,-71.06012863
Robbery,2018,CENTRE ST,42.32270922,-71.09932317
Robbery,2018,HARVARD AVE,42.3001358,-71.07563344
Robbery,2018,TALBOT AVE,42.28863812,-71.06631579
Robbery,2018,SPRING ST,42.27757964,-71.16274799
Robbery,2018,DIXWELL ST,42.31433402,-71.09791405
Robbery,2018,FENWAY,42.33932485,-71.09937561
Robbery,2018,FOTTLER RD,42.27863649,-71.09541135
Robbery,2018,FAWNDALE RD,42.29011783,-71.12187904
Robbery,2018,ARMINGTON ST,42.3524587,-71.13762608
Robbery,2018,EXETER ST,42.34909822,-71.07929618
Robbery,2018,WATER ST,42.35759166,-71.05772502
Robbery,2018,CENTRE ST,42.32277007,-71.10445458
Robbery,2018,BABSON ST,42.27543421,-71.09234389
Robbery,2018,NEWBURY ST,42.34999733,-71.0810344
Robbery,2018,AVERY ST,42.35327561,-71.06345772
Robbery,2018,MESSINGER ST,42.27185661,-71.09679025
Robbery,2018,LAGRANGE,-1,-1
Robbery,2018,WINTER ST,42.35602373,-71.06177615
Robbery,2018,BOWDOIN ST,42.30536545,-71.06812632
Robbery,2018,TREMONT ST,42.34010961,-71.0788244
Robbery,2018,WILLIAM T MORRISSEY BLVD,42.30027016,-71.04967147
Robbery,2018,DORCHESTER AVE,42.30114533,-71.05991447
Robbery,2018,CHARLES ST S,42.35094628,-71.06685604
Robbery,2018,AVERY ST,42.3532601,-71.06283216
Robbery,2018,DITSON ST,42.30177509,-71.06430565
Robbery,2018,PEACEVALE RD,42.28716674,-71.07633479
Robbery,2018,METCALF CT,42.30536762,-71.115715
Robbery,2018,DORCHESTER AVE,42.30254239,-71.0595669
Robbery,2018,COLUMBUS AVE,42.3483427,-71.0722253
Robbery,2018,TENNIS RD,42.27615691,-71.09550303
Robbery,2018,AVENUE DE LAFAYETTE,42.35331987,-71.06102314
Robbery,2018,BENNINGTON ST,42.37684713,-71.03367179
Robbery,2018,MARION ST,42.37817244,-71.03729943
Robbery,2018,HUNTINGTON AVE,42.34091586,-71.08771531
Robbery,2018,WINTER ST,42.35554806,-71.0607314
Robbery,2018,BEACH ST,42.35131095,-71.06030942
Robbery,2018,BEACH ST,42.35125902,-71.06009371
Robbery,2018,SAINT GREGORY ST,42.27573089,-71.06909114
Robbery,2018,WARREN ST,42.32978737,-71.08324801
Robbery,2018,FRANKLIN ST,42.35572908,-71.05891235
Robbery,2018,ALMONT ST,42.2752767,-71.09554245
Robbery,2018,BLUE HILL AVE,42.30711484,-71.08425151
Robbery,2018,SAVIN ST,42.31719004,-71.08167267
Robbery,2018,BOYLSTON ST,42.34601613,-71.0938121
Robbery,2018,BLUE HILL AVE,42.30803768,-71.08359213
Robbery,2018,ATLANTIC AVE,42.35218278,-71.0556788
Robbery,2018,TREMONT ST,42.35624888,-71.06227065
Robbery,2018,HANOVER ST,42.36179428,-71.0571127
Robbery,2018,ESSEX ST,42.35255981,-71.06043207
Robbery,2018,W WALNUT PARK,42.31640336,-71.09770225
Robbery,2018,DORCHESTER AVE,42.30559368,-71.05887861
Robbery,2018,CEDRIC ST,42.32571409,-71.07131716
Robbery,2018,ESMOND ST,42.29861988,-71.08511004
Robbery,2018,MASSACHUSETTS AVE,42.34439568,-71.08632016
Robbery,2018,VERNON ST,42.33058731,-71.08451303
Robbery,2018,REDDY AVE,42.26285498,-71.11181148
Robbery,2018,BLUE HILL AVE,42.27685614,-71.09359685
Robbery,2018,GENEVA AVE,42.30328018,-71.07122308
Robbery,2018,WASHINGTON ST,42.34997256,-71.06348817
Robbery,2018,STATE ST,42.35942556,-71.05288819
Robbery,2018,RIVER ST,42.26361605,-71.10395167
Robbery,2018,ESMOND ST,42.29861988,-71.08511004
Robbery,2018,LEYLAND ST,42.32066147,-71.07067867
Robbery,2018,OLNEY ST,42.30512773,-71.07370747
Robbery,2018,OLNEY ST,42.30512773,-71.07370747
Robbery,2018,BOYLSTON ST,42.34932471,-71.08014801
Robbery,2018,STUART ST,42.35106637,-71.06549569
Robbery,2018,FLORIDA ST,42.29080488,-71.05965861
Robbery,2018,GENEVA AVE,42.30546333,-71.0773834
Robbery,2018,MEDFORD ST,42.37863715,-71.053364
Robbery,2018,DEVON ST,42.31113699,-71.08227667
Robbery,2018,DORCHESTER AVE,42.30254239,-71.0595669
